label,region,n,dice,dice_lo,dice_hi,hd95,hd95_lo,hd95_hi,n_failed,n_hd95_undefined,et_threshold,tc_threshold,wt_threshold,et_policy,et_min_volume,wt_policy,preprocessing
crossval_fold3,ET,29,0.8185553898634008,0.7737601887104016,0.8557703621141528,2.5650273453112074,1.6465535798067714,3.8183134978800854,0,0,0.1,0.2,0.6,min_volume,0,components,brats
crossval_fold3,TC,29,0.8851579639666315,0.8389353983905365,0.9234085654928399,3.4494730379160075,2.2599449747891547,4.93751179618161,0,0,0.1,0.2,0.6,min_volume,0,components,brats
crossval_fold3,WT,29,0.825727965676118,0.7581588175016125,0.8806169219342754,8.523295402906676,5.4098852140874465,12.484759988298995,0,0,0.1,0.2,0.6,min_volume,0,components,brats
crossval_fold3,MEAN,29,0.84314710650205,0.7959845534798675,0.8797906476895636,4.845931928711297,3.3921525424030787,6.476349555277241,,,0.1,0.2,0.6,min_volume,0,components,brats
