label,region,n,dice,dice_lo,dice_hi,hd95,hd95_lo,hd95_hi,n_zero_dice
internal_validation,ET,251,0.8497611454108965,0.8226348391555565,0.8748941871248772,3.150789338655507,2.384505771946416,4.05548091499158,0
internal_validation,TC,251,0.8939725699402385,0.8684037900769952,0.9168550074926431,3.5430511379795573,2.712501666272799,4.494355196754864,0
internal_validation,WT,251,0.9246838184229407,0.9133012368325218,0.9346128929065043,4.431509996465403,3.4429900719324076,5.534607803851655,0
internal_validation,MEAN,251,0.8894725112580252,0.8703035504831667,0.9067061373848048,3.7667847021857663,3.109342371260977,4.513469835606635,
