label,region,n,dice,dice_lo,dice_hi,hd95,hd95_lo,hd95_hi,n_failed,n_hd95_undefined,threshold,tta
ablation_dwt,ET,251,0.7873322999361418,0.7549927741415801,0.8183173551271345,7.9368002999966105,5.771613883431161,10.207225348008992,13,11,0.5,True
ablation_dwt,TC,251,0.8349589055023605,0.8029478158435498,0.8646618408837865,9.061014855355983,6.887473002454572,11.482421322132788,10,6,0.5,True
ablation_dwt,WT,251,0.8209996314315932,0.7929105170301294,0.8462612921068645,19.505409661384775,16.504169951285355,22.701502520696135,1,1,0.5,True
ablation_dwt,MEAN,251,0.8144302789566985,0.78774012783332,0.8398723015313447,13.086880811515089,10.81506372935613,15.5079335926413,,,0.5,True
